ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES
2022-11-11,2022-11-14,FIRST CLASS,MH-18025,CONSUMER,USA,KNOXVILLE,TN,SOUTH,FUR-FU-10004090,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 14"" CONTRACT WALL CLOCK",14.4495,355.68000000000006
2022-11-11,2022-11-16,STANDARD CLASS,GA-14725,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-BI-10000977,OFFICE SUPPLIES,BINDERS,IBICO PLASTIC SPIRAL BINDING COMBS,39.52,486.40000000000003
2022-11-11,2022-11-13,FIRST CLASS,TD-20995,CONSUMER,USA,GARLAND,TX,CENTRAL,OFF-LA-10001045,OFFICE SUPPLIES,LABELS,PERMANENT SELF-ADHESIVE FILE FOLDER LABELS FOR TYPEWRITERS BY UNIVERSAL,3.393,41.76
2022-11-11,2022-11-17,STANDARD CLASS,MT-17815,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-ST-10003324,OFFICE SUPPLIES,STORAGE,BELKIN OMNIVIEW SE RACKMOUNT KIT,0.0,35.48
2022-11-11,2022-11-13,FIRST CLASS,PG-18820,CONSUMER,USA,DALLAS,TX,CENTRAL,TEC-PH-10004531,TECHNOLOGY,PHONES,OTTERBOX COMMUTER SERIES CASE - IPHONE 5 & 5S,12.3144,56.294399999999996
2022-11-11,2022-11-16,STANDARD CLASS,WB-21850,CONSUMER,USA,URBANDALE,IA,CENTRAL,OFF-FA-10004854,OFFICE SUPPLIES,FASTENERS,"VINYL COATED WIRE PAPER CLIPS IN ORGANIZER BOX, 800/BOX",21.5824,183.68
2022-11-11,2022-11-18,STANDARD CLASS,EP-13915,CONSUMER,USA,DETROIT,MI,CENTRAL,OFF-AR-10004260,OFFICE SUPPLIES,ART,BOSTON 1799 POWERHOUSE ELECTRIC PENCIL SHARPENER,50.9208,1273.02
2022-11-11,2022-11-17,STANDARD CLASS,CG-12040,HOME OFFICE,USA,MILWAUKEE,WI,CENTRAL,OFF-BI-10002949,OFFICE SUPPLIES,BINDERS,PRESTIGE ROUND RING BINDERS,8.5728,54.72
2022-11-11,2022-11-15,SECOND CLASS,TB-21190,HOME OFFICE,USA,LOS ANGELES,CA,WEST,FUR-FU-10001424,FURNITURE,FURNISHINGS,DAX CLEAR BOX FRAME,11.8728,139.68
2022-11-12,2022-11-18,STANDARD CLASS,LS-16975,HOME OFFICE,USA,DALLAS,TX,CENTRAL,FUR-FU-10001756,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS DESK ACCESSORY, WOOD PHOTO FRAME, MAHOGANY",-17.7072,27.4176
2022-11-12,2022-11-14,SECOND CLASS,DK-13375,CONSUMER,USA,LANCASTER,PA,EAST,OFF-ST-10002574,OFFICE SUPPLIES,STORAGE,"SAFCO COMMERCIAL WIRE SHELVING, BLACK",-55.256,353.63840000000005
2022-11-12,2022-11-12,SAME DAY,EM-14140,HOME OFFICE,USA,GLENDALE,AZ,WEST,FUR-FU-10000305,FURNITURE,FURNISHINGS,"TENEX V2T-RE STANDARD WEIGHT SERIES CHAIR MAT, 45"" X 53"", LIP 25"" X 12""",-5.6784,181.7088
2022-11-12,2022-11-17,STANDARD CLASS,SF-20965,CORPORATE,USA,COLUMBUS,OH,EAST,TEC-AC-10003614,TECHNOLOGY,ACCESSORIES,"VERBATIM 25 GB 6X BLU-RAY SINGLE LAYER RECORDABLE DISC, 10/PACK",3.0134,29.6704
2022-11-12,2022-11-12,SAME DAY,NG-18355,CORPORATE,USA,NEWARK,OH,EAST,TEC-PH-10002824,TECHNOLOGY,PHONES,JABRA SPEAK 410 MULTIDEVICE SPEAKERPHONE,-92.6955,667.4076
2022-11-12,2022-11-16,STANDARD CLASS,CS-12355,CONSUMER,USA,SEATTLE,WA,WEST,OFF-SU-10000381,OFFICE SUPPLIES,SUPPLIES,ACME FORGED STEEL SCISSORS WITH BLACK ENAMEL HANDLES,8.0997,83.78999999999999
2022-11-12,2022-11-15,FIRST CLASS,JE-15610,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-BI-10003460,OFFICE SUPPLIES,BINDERS,ACCO 3-HOLE PUNCH,4.9056,44.851200000000006
2022-11-12,2022-11-16,SECOND CLASS,MB-17305,CONSUMER,USA,LONGVIEW,WA,WEST,OFF-AP-10004708,OFFICE SUPPLIES,APPLIANCES,FELLOWES SUPERIOR 10 OUTLET SPLIT SURGE PROTECTOR,22.0748,152.24
2022-11-12,2022-11-17,STANDARD CLASS,LB-16735,CONSUMER,USA,TALLAHASSEE,FL,SOUTH,OFF-PA-10003651,OFFICE SUPPLIES,PAPER,XEROX 1968,9.352,106.88
2022-11-12,2022-11-15,SECOND CLASS,EB-13705,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10003274,OFFICE SUPPLIES,BINDERS,"AVERY DURABLE SLANT RING BINDERS, NO LABELS",5.373,63.68
2022-11-12,2022-11-15,SECOND CLASS,EP-13915,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10001846,OFFICE SUPPLIES,PAPER,XEROX 1899,5.6644,23.12
2022-11-12,2022-11-18,STANDARD CLASS,NG-18430,CONSUMER,USA,AUSTIN,TX,CENTRAL,OFF-ST-10003716,OFFICE SUPPLIES,STORAGE,TENNSCO DOUBLE-TIER LOCKERS,-47.2542,1296.1152000000002
2022-11-12,2022-11-16,STANDARD CLASS,DB-13120,CORPORATE,USA,SANTA CLARA,CA,WEST,OFF-PA-10002479,OFFICE SUPPLIES,PAPER,XEROX 4200 SERIES MULTIUSE PREMIUM COPY PAPER (20LB. AND 84 BRIGHT),4.752,21.12
2022-11-12,2022-11-16,STANDARD CLASS,DJ-13510,CORPORATE,USA,TEMPE,AZ,WEST,TEC-AC-10004227,TECHNOLOGY,ACCESSORIES,SANDISK ULTRA 16 GB MICROSDHC CLASS 10 MEMORY CARD,-10.9116,299.2896
2022-11-13,2022-11-15,FIRST CLASS,SB-20290,CORPORATE,USA,SPRINGFIELD,OH,EAST,OFF-BI-10003196,OFFICE SUPPLIES,BINDERS,ACCOHIDE POLY FLEXIBLE RING BINDERS,-7.48,33.660000000000004
2022-11-13,2022-11-18,SECOND CLASS,TC-21295,CONSUMER,USA,JUPITER,FL,SOUTH,OFF-AR-10002335,OFFICE SUPPLIES,ART,DIXON ORIOLE PENCILS,0.1548,1.6512000000000002
2022-11-13,2022-11-19,STANDARD CLASS,KE-16420,CORPORATE,USA,DALLAS,TX,CENTRAL,OFF-ST-10000943,OFFICE SUPPLIES,STORAGE,ELDON PROFILE FILE 'N STORE PORTABLE FILE TUB LETTER/LEGAL SIZE BLACK,6.1792,197.73440000000002
2022-11-13,2022-11-19,STANDARD CLASS,KL-16645,CONSUMER,USA,DUBLIN,CA,WEST,TEC-PH-10003442,TECHNOLOGY,PHONES,SAMSUNG REPLACEMENT EH64AVFWE PREMIUM HEADSET,1.375,88.0
2022-11-13,2022-11-16,FIRST CLASS,KB-16600,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-PH-10004389,TECHNOLOGY,PHONES,NOKIA LUMIA 925,163.787,3149.75
2022-11-13,2022-11-18,STANDARD CLASS,TT-21070,CONSUMER,USA,SEATTLE,WA,WEST,FUR-CH-10001215,FURNITURE,CHAIRS,GLOBAL TROY EXECUTIVE LEATHER LOW-BACK TILTER,150.294,11542.579200000002
2022-11-13,2022-11-16,SECOND CLASS,MN-17935,CONSUMER,USA,MEMPHIS,TN,SOUTH,OFF-ST-10003716,OFFICE SUPPLIES,STORAGE,TENNSCO DOUBLE-TIER LOCKERS,-63.0056,2304.2048
2022-11-13,2022-11-18,SECOND CLASS,ME-17320,HOME OFFICE,USA,HOUSTON,TX,CENTRAL,OFF-AP-10004868,OFFICE SUPPLIES,APPLIANCES,HOOVER COMMERCIAL SOFT GUARD UPRIGHT VACUUM AND DISPOSABLE FILTRATION BAGS,-24.7086,11.188799999999999
2022-11-13,2022-11-17,SECOND CLASS,SE-20110,CONSUMER,USA,OXNARD,CA,WEST,TEC-AC-10000682,TECHNOLOGY,ACCESSORIES,KENSINGTON K72356US MOUSE-IN-A-BOX USB DESKTOP MOUSE,29.0325,414.75
2022-11-13,2022-11-16,SECOND CLASS,SP-20620,CORPORATE,USA,BUFFALO,NY,EAST,TEC-PH-10003988,TECHNOLOGY,PHONES,"LF ELITE 3D DAZZLE DESIGNER HARD CASE COVER, LF STYLUS PEN AND WIPER FOR APPLE IPHONE 5C MINI LITE",12.208,174.4
2022-11-13,2022-11-18,SECOND CLASS,AD-10180,HOME OFFICE,USA,YONKERS,NY,EAST,TEC-AC-10004114,TECHNOLOGY,ACCESSORIES,KEYTRONIC 6101 SERIES - KEYBOARD - BLACK,70.5028,655.84
2022-11-13,2022-11-18,STANDARD CLASS,EM-14065,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-ST-10004634,OFFICE SUPPLIES,STORAGE,"PERSONAL FOLDER HOLDER, EBONY",3.363,11.21
2022-11-13,2022-11-16,FIRST CLASS,CS-12400,HOME OFFICE,USA,CHICAGO,IL,CENTRAL,OFF-ST-10003656,OFFICE SUPPLIES,STORAGE,SAFCO INDUSTRIAL WIRE SHELVING,-48.9549,552.9024000000001
2022-11-13,2022-11-20,STANDARD CLASS,CB-12025,CONSUMER,USA,DECATUR,AL,SOUTH,TEC-AC-10000927,TECHNOLOGY,ACCESSORIES,ANKER ULTRATHIN BLUETOOTH WIRELESS KEYBOARD ALUMINUM COVER WITH STAND,23.992,1919.36
2022-11-14,2022-11-18,SECOND CLASS,PW-19030,CORPORATE,USA,WATERTOWN,NY,EAST,OFF-ST-10003996,OFFICE SUPPLIES,STORAGE,"LETTER/LEGAL FILE TOTE WITH CLEAR SNAP-ON LID, BLACK GRANITE",25.0536,578.16
2022-11-14,2022-11-18,STANDARD CLASS,XP-21865,CONSUMER,USA,PASADENA,TX,CENTRAL,OFF-AR-10003582,OFFICE SUPPLIES,ART,"BOSTON ELECTRIC PENCIL SHARPENER, MODEL 1818, CHARCOAL BLACK",4.504,72.06400000000001
2022-11-14,2022-11-17,FIRST CLASS,AW-10930,HOME OFFICE,USA,MINNEAPOLIS,MN,CENTRAL,OFF-EN-10004459,OFFICE SUPPLIES,ENVELOPES,SECURITY-TINT ENVELOPES,7.4872,30.56
2022-11-14,2022-11-19,STANDARD CLASS,LW-16990,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-CH-10002965,FURNITURE,CHAIRS,"GLOBAL LEATHER HIGHBACK EXECUTIVE CHAIR WITH PNEUMATIC HEIGHT ADJUSTMENT, BLACK",28.1372,514.5088
2022-11-14,2022-11-19,STANDARD CLASS,FO-14305,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-BI-10003669,OFFICE SUPPLIES,BINDERS,3M ORGANIZER STRIPS,3.024,13.824000000000002
2022-11-14,2022-11-16,SECOND CLASS,TC-21295,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-BI-10003684,OFFICE SUPPLIES,BINDERS,WILSON JONES LEGAL SIZE RING BINDERS,-32.985,21.98999999999999
2022-11-14,2022-11-17,SECOND CLASS,CK-12595,CONSUMER,USA,GROVE CITY,OH,EAST,TEC-PH-10000011,TECHNOLOGY,PHONES,PUREGEAR ROLL-ON SCREEN PROTECTOR,15.992,719.64
2022-11-14,2022-11-19,STANDARD CLASS,JE-15715,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-AR-10003504,OFFICE SUPPLIES,ART,NEWELL 347,9.9296,273.92
2022-11-15,2022-11-20,STANDARD CLASS,DK-12895,CONSUMER,USA,MIRAMAR,FL,SOUTH,FUR-FU-10001488,FURNITURE,FURNISHINGS,"TENEX 46"" X 60"" COMPUTER ANTI-STATIC CHAIRMAT, RECTANGULAR SHAPED",0.0,1085.2352
2022-11-16,2022-11-22,STANDARD CLASS,SW-20275,CONSUMER,USA,SAN DIEGO,CA,WEST,OFF-ST-10001963,OFFICE SUPPLIES,STORAGE,TENNSCO REGAL SHELVING UNITS,24.3384,6490.24
2022-11-16,2022-11-20,SECOND CLASS,BM-11650,CORPORATE,USA,ELYRIA,OH,EAST,OFF-BI-10002949,OFFICE SUPPLIES,BINDERS,PRESTIGE ROUND RING BINDERS,-1.3984,0.5472000000000001
2022-11-16,2022-11-19,FIRST CLASS,CC-12220,CONSUMER,USA,SEATTLE,WA,WEST,TEC-PH-10003171,TECHNOLOGY,PHONES,PLANTRONICS ENCORE H101 DUAL EARPIECES HEADSET,10.788,258.912
2022-11-16,2022-11-16,SAME DAY,CB-12415,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-PA-10004092,OFFICE SUPPLIES,PAPER,TOPS GREEN BAR COMPUTER PRINTOUT PAPER,73.41,440.46
2022-11-16,2022-11-21,STANDARD CLASS,BS-11380,CORPORATE,USA,BOWLING GREEN,OH,EAST,OFF-AR-10004022,OFFICE SUPPLIES,ART,PANASONIC KP-380BK CLASSIC ELECTRIC PENCIL SHARPENER,5.397,207.24480000000005
2022-11-16,2022-11-21,STANDARD CLASS,MH-18115,HOME OFFICE,USA,YONKERS,NY,EAST,TEC-MA-10003173,TECHNOLOGY,MACHINES,HEWLETT-PACKARD 300S SCIENTIFIC CALCULATOR,24.1224,209.76
2022-11-16,2022-11-20,STANDARD CLASS,JK-15370,CONSUMER,USA,FRESNO,CA,WEST,OFF-ST-10002486,OFFICE SUPPLIES,STORAGE,ELDON SHELF SAVERS CUBES AND BINS,0.9772,342.02
2022-11-16,2022-11-22,STANDARD CLASS,MB-18085,CONSUMER,USA,ROSEVILLE,CA,WEST,FUR-FU-10001196,FURNITURE,FURNISHINGS,DAX CUBICLE FRAMES - 8X10,5.193,51.92999999999999
2022-11-16,2022-11-16,SAME DAY,CM-12190,CONSUMER,USA,UTICA,NY,EAST,TEC-PH-10002583,TECHNOLOGY,PHONES,IOTTIE HLCRIO102 CAR MOUNT,5.997,719.64
2022-11-16,2022-11-21,STANDARD CLASS,EK-13795,HOME OFFICE,USA,ESCONDIDO,CA,WEST,OFF-AR-10000255,OFFICE SUPPLIES,ART,NEWELL 328,6.0736,93.44
2022-11-16,2022-11-20,STANDARD CLASS,LC-16885,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-FU-10003268,FURNITURE,FURNISHINGS,ELDON RADIAL CHAIR MAT FOR LOW TO MEDIUM PILE CARPETS,23.988,359.82
2022-11-16,2022-11-16,SAME DAY,MW-18235,CORPORATE,USA,SAN FRANCISCO,CA,WEST,TEC-MA-10000488,TECHNOLOGY,MACHINES,BADY BDG101FRU CARD PRINTER,215.9973,4607.9424
2022-11-17,2022-11-24,STANDARD CLASS,GG-14650,CORPORATE,USA,SEATTLE,WA,WEST,OFF-BI-10002103,OFFICE SUPPLIES,BINDERS,"CARDINAL SLANT-D RING BINDER, HEAVY GAUGE VINYL",4.5188,22.2464
2022-11-17,2022-11-21,STANDARD CLASS,KH-16330,CORPORATE,USA,HILLSBORO,OR,WEST,OFF-PA-10003205,OFFICE SUPPLIES,PAPER,"WIREBOUND MESSAGE FORMS, FOUR 2 3/4 X 5 FORMS PER PAGE, PINK PAPER",6.6177,47.059200000000004
2022-11-17,2022-11-21,SECOND CLASS,TB-21625,CONSUMER,USA,HAGERSTOWN,MD,EAST,OFF-BI-10000050,OFFICE SUPPLIES,BINDERS,"ANGLE-D BINDERS WITH LOCKING RINGS, LABEL HOLDERS",20.586,262.79999999999995
2022-11-17,2022-11-21,STANDARD CLASS,CK-12595,CONSUMER,USA,CHARLOTTE,NC,SOUTH,TEC-AC-10003174,TECHNOLOGY,ACCESSORIES,PLANTRONICS S12 CORDED TELEPHONE HEADSET SYSTEM,107.79,1724.6400000000003
2022-11-17,2022-11-20,FIRST CLASS,XP-21865,CONSUMER,USA,EVERETT,MA,EAST,OFF-AR-10001958,OFFICE SUPPLIES,ART,STANLEY BOSTITCH CONTEMPORARY ELECTRIC PENCIL SHARPENERS,14.2632,152.82
2022-11-17,2022-11-21,STANDARD CLASS,RA-19885,CORPORATE,USA,ATHENS,GA,SOUTH,TEC-AC-10001539,TECHNOLOGY,ACCESSORIES,LOGITECH G430 SURROUND SOUND GAMING HEADSET WITH DOLBY 7.1 TECHNOLOGY,28.7964,79.99
2022-11-17,2022-11-23,STANDARD CLASS,CS-12355,CONSUMER,USA,SALEM,VA,SOUTH,OFF-AP-10004036,OFFICE SUPPLIES,APPLIANCES,BIONAIRE 99.97% HEPA AIR CLEANER,12.264,70.08
2022-11-17,2022-11-21,SECOND CLASS,EG-13900,CONSUMER,USA,NAPERVILLE,IL,CENTRAL,TEC-AC-10003610,TECHNOLOGY,ACCESSORIES,LOGITECH ILLUMINATED - KEYBOARD,83.986,959.84
2022-11-17,2022-11-22,STANDARD CLASS,HL-15040,CONSUMER,USA,NEWARK,DE,EAST,TEC-CO-10004722,TECHNOLOGY,COPIERS,CANON IMAGECLASS 2200 ADVANCED COPIER,5039.9856,31499.909999999996
2022-11-17,2022-11-22,SECOND CLASS,VW-21775,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-ST-10000142,OFFICE SUPPLIES,STORAGE,DELUXE ROLLAWAY LOCKING FILE WITH DRAWER,349.3392,3742.92
2022-11-17,2022-11-21,STANDARD CLASS,CC-12370,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-PA-10004735,OFFICE SUPPLIES,PAPER,XEROX 1905,18.6624,233.28000000000003
2022-11-17,2022-11-23,STANDARD CLASS,JB-16000,CONSUMER,USA,BROWNSVILLE,TX,CENTRAL,FUR-BO-10002202,FURNITURE,BOOKCASES,"ATLANTIC METALS MOBILE 2-SHELF BOOKCASES, CUSTOM COLORS",-14.4588,445.71660799999995
2022-11-18,2022-11-23,STANDARD CLASS,RD-19930,CONSUMER,USA,CHICAGO,IL,CENTRAL,FUR-CH-10000422,FURNITURE,CHAIRS,GLOBAL HIGHBACK LEATHER TILTER IN BURGUNDY,-25.4772,178.3404
2022-11-18,2022-11-23,SECOND CLASS,JS-15685,CORPORATE,USA,MIRAMAR,FL,SOUTH,OFF-ST-10002301,OFFICE SUPPLIES,STORAGE,TENNSCO COMMERCIAL SHELVING,-19.323,325.44000000000005
2022-11-18,2022-11-21,FIRST CLASS,CD-12280,CONSUMER,USA,SEATTLE,WA,WEST,OFF-ST-10003442,OFFICE SUPPLIES,STORAGE,ELDON PORTABLE MOBILE MANAGER,45.8136,1018.08
2022-11-18,2022-11-23,STANDARD CLASS,JW-15220,CORPORATE,USA,LAKEWOOD,OH,EAST,OFF-AR-10001860,OFFICE SUPPLIES,ART,BIC LIQUA BRITE LINER,7.7728,217.63840000000002
2022-11-18,2022-11-18,SAME DAY,NB-18655,CORPORATE,USA,MILWAUKEE,WI,CENTRAL,OFF-ST-10001321,OFFICE SUPPLIES,STORAGE,"DECOFLEX HANGING PERSONAL FOLDER FILE, BLUE",24.9804,555.12
2022-11-18,2022-11-24,STANDARD CLASS,ME-17320,HOME OFFICE,USA,SAGINAW,MI,CENTRAL,FUR-FU-10002597,FURNITURE,FURNISHINGS,"C-LINE MAGNETIC CUBICLE KEEPERS, CLEAR POLYPROPYLENE",8.2992,79.04
2022-11-18,2022-11-22,STANDARD CLASS,DK-13090,CONSUMER,USA,LONG BEACH,NY,EAST,TEC-PH-10000923,TECHNOLOGY,PHONES,"BELKIN SPORTFIT ARMBAND FOR IPHONE 5S/5C, FUCHSIA",36.7255,374.75
2022-11-18,2022-11-23,STANDARD CLASS,AF-10870,CONSUMER,USA,HOMESTEAD,FL,SOUTH,OFF-PA-10001977,OFFICE SUPPLIES,PAPER,XEROX 194,15.5344,35.507200000000005
2022-11-19,2022-11-23,STANDARD CLASS,JD-16150,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AP-10003849,OFFICE SUPPLIES,APPLIANCES,HOOVER SHOULDER VAC COMMERCIAL PORTABLE VACUUM,626.185,17533.18
2022-11-19,2022-11-19,SAME DAY,AP-10720,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10001628,OFFICE SUPPLIES,BINDERS,"ACCO DATA FLEX CABLE POSTS FOR TOP & BOTTOM LOAD BINDERS, 6"" CAPACITY",18.2525,327.08480000000003
2022-11-19,2022-11-21,FIRST CLASS,SC-20770,CORPORATE,USA,SAN ANTONIO,TX,CENTRAL,OFF-AR-10001915,OFFICE SUPPLIES,ART,PEEL-OFF CHINA MARKERS,8.7384,101.6832
2022-11-19,2022-11-23,STANDARD CLASS,JH-15910,CONSUMER,USA,CHICAGO,IL,CENTRAL,FUR-TA-10002533,FURNITURE,TABLES,BPI CONFERENCE TABLES,-131.445,328.61249999999995
2022-11-19,2022-11-21,SECOND CLASS,AB-10150,CONSUMER,USA,CARROLLTON,TX,CENTRAL,FUR-FU-10001967,FURNITURE,FURNISHINGS,TELESCOPING ADJUSTABLE FLOOR LAMP,-13.993,12.793600000000001
2022-11-19,2022-11-22,FIRST CLASS,AS-10135,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10000404,OFFICE SUPPLIES,BINDERS,AVERY PRINTABLE REPOSITIONABLE PLASTIC TABS,13.932,198.144
2022-11-19,2022-11-24,STANDARD CLASS,MC-18100,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-FU-10002685,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 13-1/2"" INDOOR/OUTDOOR WALL CLOCK",7.106,18.7
2022-11-19,2022-11-21,FIRST CLASS,NC-18415,CONSUMER,USA,HOUSTON,TX,CENTRAL,FUR-CH-10003774,FURNITURE,CHAIRS,"GLOBAL WOOD TRIMMED MANAGER'S TASK CHAIR, KHAKI",-46.3998,401.2218
2022-11-19,2022-11-23,STANDARD CLASS,DD-13570,CONSUMER,USA,ALEXANDRIA,VA,SOUTH,OFF-FA-10000624,OFFICE SUPPLIES,FASTENERS,OIC BINDER CLIPS,12.53,175.42
2022-11-19,2022-11-22,SECOND CLASS,RB-19435,CONSUMER,USA,SPRINGFIELD,VA,SOUTH,OFF-AR-10001177,OFFICE SUPPLIES,ART,NEWELL 349,6.6584,160.72
2022-11-19,2022-11-20,FIRST CLASS,KD-16345,CONSUMER,USA,WESTMINSTER,CA,WEST,TEC-PH-10000376,TECHNOLOGY,PHONES,SQUARE CREDIT CARD READER,2.3976,102.2976
2022-11-19,2022-11-23,STANDARD CLASS,AB-10105,CONSUMER,USA,HENDERSON,KY,SOUTH,FUR-FU-10004665,FURNITURE,FURNISHINGS,"3M POLARIZING TASK LAMP WITH CLAMP ARM, LIGHT GRAY",213.6888,4931.28
2022-11-19,2022-11-25,STANDARD CLASS,LC-16930,CORPORATE,USA,SAN ANGELO,TX,CENTRAL,FUR-CH-10004675,FURNITURE,CHAIRS,"LIFETIME ADVANTAGE FOLDING CHAIRS, 4/CARTON",-8.7232,427.4368
2022-11-19,2022-11-26,STANDARD CLASS,AF-10870,CONSUMER,USA,COLLEGE STATION,TX,CENTRAL,FUR-CH-10001973,FURNITURE,CHAIRS,OFFICE STAR FLEX BACK SCOOTER CHAIR WITH WHITE FRAME,-53.2704,489.42179999999996
2022-11-19,2022-11-25,STANDARD CLASS,JH-15430,CONSUMER,USA,CLEVELAND,OH,EAST,OFF-BI-10003984,OFFICE SUPPLIES,BINDERS,LOCK-UP EASEL 'SPEL-BINDER',-45.9333,125.8173
2022-11-20,2022-11-22,FIRST CLASS,CD-11920,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-BO-10003159,FURNITURE,BOOKCASES,"SAUDER CAMDEN COUNTY COLLECTION LIBRARIES, PLANKED CHERRY FINISH",-25.2956,294.3488
2022-11-20,2022-11-22,SECOND CLASS,LP-17080,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10000069,OFFICE SUPPLIES,BINDERS,"GBC PREPUNCHED PAPER, 19-HOLE, FOR BINDING SYSTEMS, 24-LB",27.3182,470.7136
2022-11-20,2022-11-24,SECOND CLASS,KH-16330,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10000820,FURNITURE,FURNISHINGS,TENSOR BRUSHED STEEL TORCHIERE FLOOR LAMP,9.1746,152.91
2022-11-20,2022-11-25,STANDARD CLASS,KA-16525,CONSUMER,USA,ONTARIO,CA,WEST,FUR-CH-10003956,FURNITURE,CHAIRS,NOVIMEX HIGH-TECH FABRIC MESH TASK CHAIR,-46.137,1135.68
2022-11-20,2022-11-24,STANDARD CLASS,ES-14020,CONSUMER,USA,JACKSON,TN,SOUTH,FUR-CH-10001482,FURNITURE,CHAIRS,OFFICE STAR - MESH SCREEN BACK CHAIR WITH VINYL SEAT,-23.5764,335.3088
2022-11-20,2022-11-27,STANDARD CLASS,HG-15025,CONSUMER,USA,LAKEVILLE,MN,CENTRAL,OFF-AR-10001026,OFFICE SUPPLIES,ART,"SANFORD UNI-BLAZER VIEW HIGHLIGHTERS, CHISEL TIP, YELLOW",9.68,220.0
2022-11-20,2022-11-26,STANDARD CLASS,BT-11680,CONSUMER,USA,NEWARK,OH,EAST,FUR-FU-10001861,FURNITURE,FURNISHINGS,"FLOODLIGHT INDOOR HALOGEN BULBS, 1 BULB PER PACK, 60 WATTS",28.13,310.40000000000003
2022-11-20,2022-11-21,FIRST CLASS,JH-15430,CONSUMER,USA,BURLINGTON,NC,SOUTH,OFF-AR-10000203,OFFICE SUPPLIES,ART,NEWELL 336,2.6964,134.22080000000003
2022-11-20,2022-11-25,STANDARD CLASS,SC-20050,HOME OFFICE,USA,HENDERSON,KY,SOUTH,FUR-FU-10000629,FURNITURE,FURNISHINGS,9-3/4 DIAMETER ROUND WALL CLOCK,11.5836,55.16
2022-11-21,2022-11-25,STANDARD CLASS,CK-12205,CONSUMER,USA,RENTON,WA,WEST,TEC-MA-10002073,TECHNOLOGY,MACHINES,"3D SYSTEMS CUBE PRINTER, 2ND GENERATION, WHITE",103.9992,831.9936
2022-11-21,2022-11-25,STANDARD CLASS,BF-11005,HOME OFFICE,USA,PASADENA,CA,WEST,TEC-PH-10004165,TECHNOLOGY,PHONES,MITEL MIVOICE 5330E IP PHONE,49.4982,1583.9424
2022-11-21,2022-11-21,SAME DAY,HZ-14950,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-PH-10003555,TECHNOLOGY,PHONES,MOTOROLA HK250 UNIVERSAL BLUETOOTH HEADSET,-12.4146,132.4224
2022-11-21,2022-11-25,STANDARD CLASS,BP-11230,CONSUMER,USA,SPOKANE,WA,WEST,FUR-TA-10004767,FURNITURE,TABLES,SAFCO DRAFTING TABLE,20.5842,70.98
2022-11-21,2022-11-25,STANDARD CLASS,PJ-18835,CORPORATE,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10001191,OFFICE SUPPLIES,BINDERS,CANVAS SECTIONAL POST BINDERS,14.7668,65.1776
2022-11-21,2022-11-25,STANDARD CLASS,SW-20275,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-FU-10003535,FURNITURE,FURNISHINGS,HOWARD MILLER DISTANT TIME TRAVELER ALARM CLOCK,11.2422,27.42
2022-11-21,2022-11-24,FIRST CLASS,CC-12475,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-PA-10001204,OFFICE SUPPLIES,PAPER,XEROX 1972,2.64,13.516800000000002
2022-11-22,2022-11-26,STANDARD CLASS,FO-14305,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-AR-10000122,OFFICE SUPPLIES,ART,NEWELL 314,2.232,228.55680000000004
